call_type,arrived,aborted,answered,complete
Type 1,2020-02-15 15:50:32,,2020-02-15 15:50:58,2020-02-15 15:52:32
Type 1,2020-02-15 15:47:56,,2020-02-15 15:48:57,2020-02-15 15:52:40
Type 1,2020-02-15 15:52:29,2020-02-15 15:52:46,,
Type 2,2020-02-15 15:52:24,2020-02-15 15:52:47,,
Type 1,2020-02-15 15:49:33,,2020-02-15 15:50:31,2020-02-15 15:52:50
Type 1,2020-02-15 15:50:08,,2020-02-15 15:50:50,2020-02-15 15:52:53
Type 2,2020-02-15 15:50:15,,2020-02-15 15:50:53,2020-02-15 15:52:57
Type 2,2020-02-15 15:48:42,,2020-02-15 15:49:50,2020-02-15 15:52:58
Type 2,2020-02-15 15:50:29,,2020-02-15 15:50:53,2020-02-15 15:53:03
Type 2,2020-02-15 15:49:46,,2020-02-15 15:50:45,2020-02-15 15:53:05
Type 1,2020-02-15 15:49:47,,2020-02-15 15:50:48,2020-02-15 15:53:07
Type 2,2020-02-15 15:48:08,,2020-02-15 15:49:08,2020-02-15 15:53:07
Type 1,2020-02-15 15:51:33,,2020-02-15 15:51:33,2020-02-15 15:53:11
Type 2,2020-02-15 15:53:41,2020-02-15 15:53:56,,
Type 2,2020-02-15 15:51:52,,2020-02-15 15:51:52,2020-02-15 15:53:59
Type 1,2020-02-15 15:53:52,2020-02-15 15:54:02,,
Type 2,2020-02-15 15:49:27,,2020-02-15 15:50:30,2020-02-15 15:54:02
Type 2,2020-02-15 15:53:06,,2020-02-15 15:53:07,2020-02-15 15:54:18
Type 1,2020-02-15 15:52:18,,2020-02-15 15:52:32,2020-02-15 15:54:25
Type 2,2020-02-15 15:54:26,2020-02-15 15:54:29,,
Type 1,2020-02-15 15:52:54,,2020-02-15 15:52:57,2020-02-15 15:54:30
Type 2,2020-02-15 15:52:23,,2020-02-15 15:52:40,2020-02-15 15:54:34
Type 1,2020-02-15 15:49:44,,2020-02-15 15:50:45,2020-02-15 15:54:35
Type 2,2020-02-15 15:48:53,,2020-02-15 15:50:10,2020-02-15 15:54:46
Type 2,2020-02-15 15:50:56,,2020-02-15 15:51:08,2020-02-15 15:54:50
Type 2,2020-02-15 15:51:07,,2020-02-15 15:51:10,2020-02-15 15:54:59
Type 1,2020-02-15 15:53:40,,2020-02-15 15:53:40,2020-02-15 15:55:05
Type 2,2020-02-15 15:51:25,,2020-02-15 15:51:25,2020-02-15 15:55:09
Type 2,2020-02-15 15:52:13,,2020-02-15 15:52:32,2020-02-15 15:55:13
Type 1,2020-02-15 15:53:06,,2020-02-15 15:53:06,2020-02-15 15:55:14
Type 1,2020-02-15 15:55:20,2020-02-15 15:55:34,,
Type 1,2020-02-15 15:55:14,2020-02-15 15:55:35,,
Type 2,2020-02-15 15:55:28,2020-02-15 15:55:41,,
Type 1,2020-02-15 15:54:26,,2020-02-15 15:54:30,2020-02-15 15:56:01
Type 1,2020-02-15 15:52:06,,2020-02-15 15:52:06,2020-02-15 15:56:05
Type 2,2020-02-15 15:56:02,2020-02-15 15:56:06,,
Type 1,2020-02-15 15:54:35,,2020-02-15 15:54:50,2020-02-15 15:56:09
Type 2,2020-02-15 15:52:37,,2020-02-15 15:52:50,2020-02-15 15:56:12
Type 2,2020-02-15 15:54:04,,2020-02-15 15:54:18,2020-02-15 15:56:16
Type 2,2020-02-15 15:56:24,2020-02-15 15:56:26,,
Type 2,2020-02-15 15:53:03,,2020-02-15 15:53:03,2020-02-15 15:56:29
Type 1,2020-02-15 15:56:11,2020-02-15 15:56:29,,
Type 2,2020-02-15 15:52:43,,2020-02-15 15:52:53,2020-02-15 15:56:31
Type 2,2020-02-15 15:53:18,,2020-02-15 15:53:18,2020-02-15 15:56:33
Type 2,2020-02-15 15:56:28,2020-02-15 15:56:37,,
Type 1,2020-02-15 15:54:37,,2020-02-15 15:54:59,2020-02-15 15:56:44
Type 1,2020-02-15 15:56:42,2020-02-15 15:56:47,,
Type 2,2020-02-15 15:56:16,2020-02-15 15:56:48,,
Type 1,2020-02-15 15:55:59,2020-02-15 15:57:04,,
Type 2,2020-02-15 15:54:48,,2020-02-15 15:55:09,2020-02-15 15:57:04
Type 1,2020-02-15 15:55:05,,2020-02-15 15:55:14,2020-02-15 15:57:08
Type 2,2020-02-15 15:54:25,,2020-02-15 15:54:25,2020-02-15 15:57:14
Type 1,2020-02-15 15:56:50,2020-02-15 15:57:17,,
Type 1,2020-02-15 15:53:43,,2020-02-15 15:53:59,2020-02-15 15:57:20
Type 1,2020-02-15 15:57:05,2020-02-15 15:57:22,,
Type 2,2020-02-15 15:56:42,2020-02-15 15:57:25,,
Type 1,2020-02-15 15:56:36,2020-02-15 15:57:26,,
Type 2,2020-02-15 15:54:29,,2020-02-15 15:54:46,2020-02-15 15:57:31
Type 1,2020-02-15 15:55:11,,2020-02-15 15:56:01,2020-02-15 15:57:35
Type 1,2020-02-15 15:54:29,,2020-02-15 15:54:35,2020-02-15 15:57:36
Type 2,2020-02-15 15:53:05,,2020-02-15 15:53:05,2020-02-15 15:57:37
Type 2,2020-02-15 15:56:52,2020-02-15 15:57:41,,
Type 1,2020-02-15 15:55:20,,2020-02-15 15:56:09,2020-02-15 15:57:41
Type 1,2020-02-15 15:55:22,,2020-02-15 15:56:12,2020-02-15 15:57:46
Type 2,2020-02-15 15:54:46,,2020-02-15 15:55:05,2020-02-15 15:57:49
Type 2,2020-02-15 15:57:50,2020-02-15 15:57:52,,
Type 1,2020-02-15 15:57:31,2020-02-15 15:57:54,,
Type 2,2020-02-15 15:54:04,,2020-02-15 15:54:04,2020-02-15 15:57:59
Type 2,2020-02-15 15:54:56,,2020-02-15 15:55:13,2020-02-15 15:58:03
Type 1,2020-02-15 15:57:34,2020-02-15 15:58:14,,
Type 1,2020-02-15 15:56:23,,2020-02-15 15:57:14,2020-02-15 15:58:20
Type 2,2020-02-15 15:55:24,,2020-02-15 15:56:16,2020-02-15 15:58:24
Type 2,2020-02-15 15:56:24,,2020-02-15 15:57:20,2020-02-15 15:58:45
Type 2,2020-02-15 15:55:30,,2020-02-15 15:56:31,2020-02-15 15:58:47
Type 1,2020-02-15 15:55:36,,2020-02-15 15:56:33,2020-02-15 15:58:48
Type 1,2020-02-15 15:55:39,,2020-02-15 15:56:44,2020-02-15 15:59:00
Type 2,2020-02-15 15:58:39,2020-02-15 15:59:00,,
Type 1,2020-02-15 15:56:54,,2020-02-15 15:57:41,2020-02-15 15:59:01
Type 1,2020-02-15 15:54:26,,2020-02-15 15:54:34,2020-02-15 15:59:03
Type 1,2020-02-15 15:57:13,,2020-02-15 15:57:49,2020-02-15 15:59:04
Type 2,2020-02-15 15:59:09,2020-02-15 15:59:13,,
Type 1,2020-02-15 15:58:56,2020-02-15 15:59:19,,
Type 1,2020-02-15 15:56:50,,2020-02-15 15:57:37,2020-02-15 15:59:22
Type 1,2020-02-15 15:57:17,,2020-02-15 15:58:03,2020-02-15 15:59:24
Type 2,2020-02-15 15:58:50,2020-02-15 15:59:29,,
Type 2,2020-02-15 15:56:35,,2020-02-15 15:57:35,2020-02-15 15:59:34
Type 1,2020-02-15 15:57:15,,2020-02-15 15:57:59,2020-02-15 15:59:45
Type 2,2020-02-15 15:55:59,,2020-02-15 15:57:08,2020-02-15 15:59:46
Type 1,2020-02-15 15:55:15,,2020-02-15 15:56:05,2020-02-15 15:59:47
Type 2,2020-02-15 15:57:42,,2020-02-15 15:58:45,2020-02-15 15:59:49
Type 1,2020-02-15 15:57:25,,2020-02-15 15:58:20,2020-02-15 16:00:06
Type 1,2020-02-15 15:58:30,,2020-02-15 15:59:00,2020-02-15 16:00:12
Type 1,2020-02-15 15:56:48,,2020-02-15 15:57:36,2020-02-15 16:00:32
Type 1,2020-02-15 15:58:42,,2020-02-15 15:59:24,2020-02-15 16:00:42
Type 2,2020-02-15 15:55:27,,2020-02-15 15:56:29,2020-02-15 16:00:43
Type 1,2020-02-15 15:58:37,,2020-02-15 15:59:22,2020-02-15 16:00:46
Type 2,2020-02-15 15:55:55,,2020-02-15 15:57:04,2020-02-15 16:01:00
Type 2,2020-02-15 15:56:29,,2020-02-15 15:57:31,2020-02-15 16:01:02
Type 2,2020-02-15 16:01:12,2020-02-15 16:01:13,,
Type 1,2020-02-15 15:57:42,,2020-02-15 15:58:24,2020-02-15 16:01:17
Type 1,2020-02-15 16:00:09,,2020-02-15 16:00:12,2020-02-15 16:01:25
Type 2,2020-02-15 15:56:56,,2020-02-15 15:57:46,2020-02-15 16:01:25
Type 2,2020-02-15 15:59:40,,2020-02-15 15:59:47,2020-02-15 16:01:32
Type 2,2020-02-15 15:58:06,,2020-02-15 15:58:47,2020-02-15 16:01:40
Type 2,2020-02-15 15:59:50,,2020-02-15 15:59:50,2020-02-15 16:01:48
Type 1,2020-02-15 15:59:29,,2020-02-15 15:59:46,2020-02-15 16:01:52
Type 1,2020-02-15 16:00:24,,2020-02-15 16:00:42,2020-02-15 16:02:18
Type 1,2020-02-15 15:58:33,,2020-02-15 15:59:03,2020-02-15 16:02:21
Type 2,2020-02-15 15:58:31,,2020-02-15 15:59:01,2020-02-15 16:02:26
Type 2,2020-02-15 15:58:59,,2020-02-15 15:59:34,2020-02-15 16:02:27
Type 1,2020-02-15 16:00:25,,2020-02-15 16:00:43,2020-02-15 16:02:31
Type 2,2020-02-15 15:58:27,,2020-02-15 15:58:48,2020-02-15 16:02:33
Type 2,2020-02-15 16:02:39,2020-02-15 16:02:49,,
Type 1,2020-02-15 16:00:40,,2020-02-15 16:00:46,2020-02-15 16:02:54
Type 2,2020-02-15 16:02:29,2020-02-15 16:02:59,,
Type 2,2020-02-15 15:58:33,,2020-02-15 15:59:04,2020-02-15 16:03:02
Type 2,2020-02-15 15:59:05,,2020-02-15 15:59:45,2020-02-15 16:03:05
Type 2,2020-02-15 16:00:06,,2020-02-15 16:00:06,2020-02-15 16:03:05
Type 1,2020-02-15 16:01:22,,2020-02-15 16:01:25,2020-02-15 16:03:06
Type 1,2020-02-15 16:01:57,,2020-02-15 16:01:57,2020-02-15 16:03:07
Type 2,2020-02-15 16:01:03,,2020-02-15 16:01:17,2020-02-15 16:03:10
Type 1,2020-02-15 16:00:44,,2020-02-15 16:01:00,2020-02-15 16:03:11
Type 2,2020-02-15 16:01:54,,2020-02-15 16:01:54,2020-02-15 16:03:29
Type 1,2020-02-15 16:00:23,,2020-02-15 16:00:32,2020-02-15 16:03:30
Type 2,2020-02-15 16:02:09,,2020-02-15 16:02:21,2020-02-15 16:03:44
Type 1,2020-02-15 16:01:35,,2020-02-15 16:01:40,2020-02-15 16:03:46
Type 1,2020-02-15 16:01:23,,2020-02-15 16:01:32,2020-02-15 16:03:54
Type 2,2020-02-15 16:03:52,2020-02-15 16:03:54,,
Type 1,2020-02-15 16:03:18,,2020-02-15 16:03:18,2020-02-15 16:04:15
Type 2,2020-02-15 16:01:19,,2020-02-15 16:01:25,2020-02-15 16:04:20
Type 1,2020-02-15 16:03:05,,2020-02-15 16:03:06,2020-02-15 16:04:31
Type 1,2020-02-15 16:02:13,,2020-02-15 16:02:27,2020-02-15 16:04:43
Type 1,2020-02-15 16:03:42,,2020-02-15 16:03:46,2020-02-15 16:04:47
Type 2,2020-02-15 16:03:30,,2020-02-15 16:03:30,2020-02-15 16:04:48
Type 2,2020-02-15 16:02:12,,2020-02-15 16:02:26,2020-02-15 16:04:55
Type 2,2020-02-15 16:00:45,,2020-02-15 16:01:02,2020-02-15 16:04:57
Type 2,2020-02-15 16:02:00,,2020-02-15 16:02:18,2020-02-15 16:05:00
Type 2,2020-02-15 16:03:28,,2020-02-15 16:03:29,2020-02-15 16:05:00
Type 2,2020-02-15 16:03:41,,2020-02-15 16:03:44,2020-02-15 16:05:06
Type 2,2020-02-15 16:03:16,,2020-02-15 16:03:16,2020-02-15 16:05:16
Type 2,2020-02-15 16:03:01,,2020-02-15 16:03:05,2020-02-15 16:05:25
Type 2,2020-02-15 16:02:21,,2020-02-15 16:02:31,2020-02-15 16:05:38
Type 1,2020-02-15 16:03:50,,2020-02-15 16:04:20,2020-02-15 16:05:43
Type 2,2020-02-15 16:02:49,,2020-02-15 16:03:02,2020-02-15 16:05:44
Type 2,2020-02-15 16:02:52,,2020-02-15 16:03:05,2020-02-15 16:06:05
Type 2,2020-02-15 16:05:40,2020-02-15 16:06:09,,
Type 1,2020-02-15 16:03:54,,2020-02-15 16:04:43,2020-02-15 16:06:25
Type 1,2020-02-15 16:05:44,2020-02-15 16:06:30,,
Type 1,2020-02-15 16:06:31,2020-02-15 16:06:43,,
Type 2,2020-02-15 16:03:28,,2020-02-15 16:03:28,2020-02-15 16:06:46
Type 2,2020-02-15 16:05:49,2020-02-15 16:06:58,,
Type 2,2020-02-15 16:05:58,2020-02-15 16:07:01,,
Type 2,2020-02-15 16:04:59,,2020-02-15 16:05:06,2020-02-15 16:07:01
Type 2,2020-02-15 16:02:22,,2020-02-15 16:02:54,2020-02-15 16:07:09
Type 2,2020-02-15 16:02:21,,2020-02-15 16:02:33,2020-02-15 16:07:14
Type 1,2020-02-15 16:05:05,,2020-02-15 16:05:25,2020-02-15 16:07:18
Type 2,2020-02-15 16:04:25,,2020-02-15 16:04:57,2020-02-15 16:07:19
Type 2,2020-02-15 16:03:50,,2020-02-15 16:04:31,2020-02-15 16:07:23
Type 1,2020-02-15 16:06:19,2020-02-15 16:07:24,,
Type 1,2020-02-15 16:05:27,,2020-02-15 16:05:44,2020-02-15 16:07:27
Type 1,2020-02-15 16:03:42,,2020-02-15 16:03:54,2020-02-15 16:07:27
Type 1,2020-02-15 16:05:31,,2020-02-15 16:06:05,2020-02-15 16:07:32
Type 2,2020-02-15 16:04:24,,2020-02-15 16:04:55,2020-02-15 16:07:48
Type 1,2020-02-15 16:05:01,,2020-02-15 16:05:16,2020-02-15 16:07:52
Type 1,2020-02-15 16:07:45,2020-02-15 16:07:57,,
Type 2,2020-02-15 16:07:44,2020-02-15 16:08:15,,
Type 2,2020-02-15 16:08:02,2020-02-15 16:08:17,,
Type 2,2020-02-15 16:04:34,,2020-02-15 16:05:00,2020-02-15 16:08:24
Type 2,2020-02-15 16:03:56,,2020-02-15 16:04:47,2020-02-15 16:08:26
Type 2,2020-02-15 16:05:23,,2020-02-15 16:05:38,2020-02-15 16:08:29
Type 1,2020-02-15 16:05:37,,2020-02-15 16:06:25,2020-02-15 16:08:31
Type 2,2020-02-15 16:08:26,2020-02-15 16:08:31,,
Type 2,2020-02-15 16:03:48,,2020-02-15 16:04:15,2020-02-15 16:08:34
Type 1,2020-02-15 16:05:37,,2020-02-15 16:06:46,2020-02-15 16:08:36
Type 2,2020-02-15 16:08:10,2020-02-15 16:08:39,,
Type 2,2020-02-15 16:06:30,,2020-02-15 16:07:27,2020-02-15 16:08:40
Type 1,2020-02-15 16:04:08,,2020-02-15 16:04:48,2020-02-15 16:08:45
Type 1,2020-02-15 16:08:34,2020-02-15 16:09:07,,
Type 1,2020-02-15 16:06:42,,2020-02-15 16:07:48,2020-02-15 16:09:08
Type 1,2020-02-15 16:06:08,,2020-02-15 16:07:23,2020-02-15 16:09:11
Type 2,2020-02-15 16:05:26,,2020-02-15 16:05:43,2020-02-15 16:09:12
Type 2,2020-02-15 16:08:34,2020-02-15 16:09:19,,
Type 1,2020-02-15 16:06:18,,2020-02-15 16:07:27,2020-02-15 16:09:31
Type 1,2020-02-15 16:09:25,2020-02-15 16:09:32,,
Type 2,2020-02-15 16:06:06,,2020-02-15 16:07:18,2020-02-15 16:09:33
Type 1,2020-02-15 16:04:42,,2020-02-15 16:05:00,2020-02-15 16:09:40
Type 1,2020-02-15 16:06:41,,2020-02-15 16:07:32,2020-02-15 16:09:44
Type 1,2020-02-15 16:09:35,2020-02-15 16:09:51,,
Type 1,2020-02-15 16:09:33,2020-02-15 16:09:59,,
Type 1,2020-02-15 16:05:48,,2020-02-15 16:07:01,2020-02-15 16:10:01
Type 1,2020-02-15 16:06:57,,2020-02-15 16:08:24,2020-02-15 16:10:05
Type 2,2020-02-15 16:09:49,2020-02-15 16:10:12,,
Type 2,2020-02-15 16:09:29,2020-02-15 16:10:15,,
Type 2,2020-02-15 16:06:07,,2020-02-15 16:07:19,2020-02-15 16:10:21
Type 1,2020-02-15 16:09:53,2020-02-15 16:10:21,,
Type 2,2020-02-15 16:09:29,2020-02-15 16:10:31,,
Type 1,2020-02-15 16:08:07,,2020-02-15 16:08:40,2020-02-15 16:10:32
Type 1,2020-02-15 16:08:11,,2020-02-15 16:09:08,2020-02-15 16:10:39
Type 1,2020-02-15 16:10:52,2020-02-15 16:10:53,,
Type 2,2020-02-15 16:05:58,,2020-02-15 16:07:14,2020-02-15 16:10:53
Type 1,2020-02-15 16:10:44,2020-02-15 16:10:55,,
Type 1,2020-02-15 16:08:35,,2020-02-15 16:09:31,2020-02-15 16:11:00
Type 2,2020-02-15 16:10:33,2020-02-15 16:11:12,,
Type 1,2020-02-15 16:08:33,,2020-02-15 16:09:12,2020-02-15 16:11:12
Type 2,2020-02-15 16:08:43,,2020-02-15 16:09:40,2020-02-15 16:11:19
Type 1,2020-02-15 16:08:40,,2020-02-15 16:09:33,2020-02-15 16:11:21
Type 2,2020-02-15 16:09:02,,2020-02-15 16:10:01,2020-02-15 16:11:21
Type 1,2020-02-15 16:08:45,,2020-02-15 16:09:44,2020-02-15 16:11:23
Type 2,2020-02-15 16:07:43,,2020-02-15 16:08:34,2020-02-15 16:11:32
Type 2,2020-02-15 16:05:57,,2020-02-15 16:07:09,2020-02-15 16:11:35
Type 2,2020-02-15 16:11:47,2020-02-15 16:11:48,,
Type 2,2020-02-15 16:10:03,,2020-02-15 16:10:32,2020-02-15 16:11:50
Type 1,2020-02-15 16:11:53,2020-02-15 16:11:56,,
Type 1,2020-02-15 16:10:17,,2020-02-15 16:10:53,2020-02-15 16:12:00
Type 1,2020-02-15 16:06:44,,2020-02-15 16:07:52,2020-02-15 16:12:05
Type 2,2020-02-15 16:07:31,,2020-02-15 16:08:29,2020-02-15 16:12:10
Type 2,2020-02-15 16:07:28,,2020-02-15 16:08:26,2020-02-15 16:12:11
Type 2,2020-02-15 16:07:42,,2020-02-15 16:08:31,2020-02-15 16:12:17
Type 1,2020-02-15 16:10:18,,2020-02-15 16:11:00,2020-02-15 16:12:40
Type 2,2020-02-15 16:09:25,,2020-02-15 16:10:21,2020-02-15 16:12:42
Type 2,2020-02-15 16:08:01,,2020-02-15 16:08:36,2020-02-15 16:12:49
Type 1,2020-02-15 16:10:54,,2020-02-15 16:11:21,2020-02-15 16:12:54
Type 1,2020-02-15 16:08:08,,2020-02-15 16:08:45,2020-02-15 16:12:59
Type 1,2020-02-15 16:10:21,,2020-02-15 16:11:12,2020-02-15 16:13:01
Type 2,2020-02-15 16:11:12,,2020-02-15 16:11:21,2020-02-15 16:13:14
Type 2,2020-02-15 16:08:27,,2020-02-15 16:09:11,2020-02-15 16:13:17
Type 2,2020-02-15 16:11:52,,2020-02-15 16:12:05,2020-02-15 16:13:22
Type 1,2020-02-15 16:11:51,,2020-02-15 16:12:00,2020-02-15 16:13:31
Type 1,2020-02-15 16:11:28,,2020-02-15 16:11:35,2020-02-15 16:13:53
Type 2,2020-02-15 16:10:12,,2020-02-15 16:10:39,2020-02-15 16:13:55
Type 2,2020-02-15 16:09:11,,2020-02-15 16:10:05,2020-02-15 16:14:08
Type 1,2020-02-15 16:14:06,2020-02-15 16:14:13,,
Type 1,2020-02-15 16:12:08,,2020-02-15 16:12:17,2020-02-15 16:14:17
Type 2,2020-02-15 16:11:19,,2020-02-15 16:11:23,2020-02-15 16:14:21
Type 2,2020-02-15 16:12:59,,2020-02-15 16:12:59,2020-02-15 16:14:22
Type 1,2020-02-15 16:12:47,,2020-02-15 16:12:49,2020-02-15 16:14:25
Type 1,2020-02-15 16:13:12,,2020-02-15 16:13:12,2020-02-15 16:14:30
Type 1,2020-02-15 16:12:55,,2020-02-15 16:12:55,2020-02-15 16:14:32
Type 1,2020-02-15 16:13:22,,2020-02-15 16:13:22,2020-02-15 16:14:36
Type 1,2020-02-15 16:10:53,,2020-02-15 16:11:19,2020-02-15 16:14:52
Type 1,2020-02-15 16:13:59,,2020-02-15 16:14:08,2020-02-15 16:15:04
Type 2,2020-02-15 16:11:53,,2020-02-15 16:12:10,2020-02-15 16:15:08
Type 2,2020-02-15 16:13:14,,2020-02-15 16:13:14,2020-02-15 16:15:11
Type 1,2020-02-15 16:11:28,,2020-02-15 16:11:50,2020-02-15 16:15:13
Type 2,2020-02-15 16:13:38,,2020-02-15 16:13:38,2020-02-15 16:15:15
Type 1,2020-02-15 16:13:55,,2020-02-15 16:13:55,2020-02-15 16:15:18
Type 1,2020-02-15 16:13:38,,2020-02-15 16:13:38,2020-02-15 16:15:20
Type 1,2020-02-15 16:14:11,,2020-02-15 16:14:17,2020-02-15 16:15:26
Type 2,2020-02-15 16:11:59,,2020-02-15 16:12:11,2020-02-15 16:15:32
Type 1,2020-02-15 16:14:39,,2020-02-15 16:14:39,2020-02-15 16:15:43
Type 2,2020-02-15 16:12:13,,2020-02-15 16:12:40,2020-02-15 16:15:57
Type 2,2020-02-15 16:11:27,,2020-02-15 16:11:32,2020-02-15 16:15:58
Type 2,2020-02-15 16:15:02,,2020-02-15 16:15:02,2020-02-15 16:16:02
Type 1,2020-02-15 16:14:14,,2020-02-15 16:14:21,2020-02-15 16:16:09
Type 2,2020-02-15 16:14:37,,2020-02-15 16:14:37,2020-02-15 16:16:16
Type 1,2020-02-15 16:15:33,,2020-02-15 16:15:33,2020-02-15 16:16:52
Type 1,2020-02-15 16:14:51,,2020-02-15 16:14:51,2020-02-15 16:16:53
Type 1,2020-02-15 16:16:49,2020-02-15 16:16:55,,
Type 2,2020-02-15 16:12:16,,2020-02-15 16:12:42,2020-02-15 16:16:56
Type 2,2020-02-15 16:16:50,2020-02-15 16:16:56,,
Type 1,2020-02-15 16:15:27,,2020-02-15 16:15:27,2020-02-15 16:16:58
Type 2,2020-02-15 16:13:54,,2020-02-15 16:13:54,2020-02-15 16:17:01
Type 1,2020-02-15 16:15:25,,2020-02-15 16:15:25,2020-02-15 16:17:03
Type 1,2020-02-15 16:15:11,,2020-02-15 16:15:11,2020-02-15 16:17:05
Type 1,2020-02-15 16:15:24,,2020-02-15 16:15:24,2020-02-15 16:17:13
Type 2,2020-02-15 16:16:04,,2020-02-15 16:16:04,2020-02-15 16:17:19
Type 2,2020-02-15 16:14:43,,2020-02-15 16:14:43,2020-02-15 16:17:24
Type 1,2020-02-15 16:16:01,,2020-02-15 16:16:01,2020-02-15 16:17:36
Type 1,2020-02-15 16:15:47,,2020-02-15 16:15:47,2020-02-15 16:17:44
Type 1,2020-02-15 16:15:11,,2020-02-15 16:15:11,2020-02-15 16:17:51
Type 2,2020-02-15 16:16:24,,2020-02-15 16:16:24,2020-02-15 16:18:11
Type 2,2020-02-15 16:14:41,,2020-02-15 16:14:41,2020-02-15 16:18:12
Type 1,2020-02-15 16:17:05,,2020-02-15 16:17:05,2020-02-15 16:18:16
Type 1,2020-02-15 16:16:50,,2020-02-15 16:16:58,2020-02-15 16:18:24
Type 1,2020-02-15 16:18:08,2020-02-15 16:18:25,,
Type 1,2020-02-15 16:18:31,2020-02-15 16:18:35,,
Type 1,2020-02-15 16:15:51,,2020-02-15 16:15:51,2020-02-15 16:18:35
Type 1,2020-02-15 16:16:15,,2020-02-15 16:16:15,2020-02-15 16:18:36
Type 2,2020-02-15 16:15:59,,2020-02-15 16:15:59,2020-02-15 16:18:44
Type 2,2020-02-15 16:18:34,2020-02-15 16:18:48,,
Type 1,2020-02-15 16:16:55,,2020-02-15 16:17:01,2020-02-15 16:18:50
Type 2,2020-02-15 16:15:05,,2020-02-15 16:15:05,2020-02-15 16:18:52
Type 1,2020-02-15 16:15:51,,2020-02-15 16:15:51,2020-02-15 16:18:53
Type 1,2020-02-15 16:16:57,,2020-02-15 16:17:03,2020-02-15 16:19:00
Type 1,2020-02-15 16:16:36,,2020-02-15 16:16:53,2020-02-15 16:19:01
Type 2,2020-02-15 16:18:53,2020-02-15 16:19:03,,
Type 1,2020-02-15 16:18:58,2020-02-15 16:19:08,,
Type 2,2020-02-15 16:17:47,,2020-02-15 16:18:11,2020-02-15 16:19:12
Type 1,2020-02-15 16:18:57,2020-02-15 16:19:15,,
Type 1,2020-02-15 16:17:33,,2020-02-15 16:17:36,2020-02-15 16:19:16
Type 2,2020-02-15 16:16:28,,2020-02-15 16:16:52,2020-02-15 16:19:23
Type 2,2020-02-15 16:18:55,2020-02-15 16:19:24,,
Type 2,2020-02-15 16:17:22,,2020-02-15 16:17:24,2020-02-15 16:19:28
Type 2,2020-02-15 16:16:47,,2020-02-15 16:16:56,2020-02-15 16:20:03
Type 1,2020-02-15 16:19:29,2020-02-15 16:20:06,,
Type 2,2020-02-15 16:19:39,2020-02-15 16:20:07,,
Type 2,2020-02-15 16:19:51,2020-02-15 16:20:12,,
Type 1,2020-02-15 16:18:36,,2020-02-15 16:19:16,2020-02-15 16:20:16
Type 1,2020-02-15 16:18:34,,2020-02-15 16:19:01,2020-02-15 16:20:16
Type 1,2020-02-15 16:20:02,2020-02-15 16:20:22,,
Type 1,2020-02-15 16:17:19,,2020-02-15 16:17:19,2020-02-15 16:20:23
Type 2,2020-02-15 16:17:55,,2020-02-15 16:18:12,2020-02-15 16:20:31
Type 2,2020-02-15 16:20:07,2020-02-15 16:20:31,,
Type 1,2020-02-15 16:18:18,,2020-02-15 16:18:44,2020-02-15 16:20:32
Type 1,2020-02-15 16:20:32,2020-02-15 16:20:35,,
Type 2,2020-02-15 16:17:16,,2020-02-15 16:17:16,2020-02-15 16:20:55
Type 1,2020-02-15 16:20:26,2020-02-15 16:20:55,,
Type 2,2020-02-15 16:20:12,2020-02-15 16:20:57,,
Type 1,2020-02-15 16:17:44,,2020-02-15 16:17:51,2020-02-15 16:21:04
Type 2,2020-02-15 16:18:35,,2020-02-15 16:19:12,2020-02-15 16:21:10
Type 2,2020-02-15 16:18:29,,2020-02-15 16:18:53,2020-02-15 16:21:12
Type 2,2020-02-15 16:20:28,2020-02-15 16:21:17,,
Type 1,2020-02-15 16:20:59,2020-02-15 16:21:23,,
Type 1,2020-02-15 16:19:21,,2020-02-15 16:20:16,2020-02-15 16:21:24
Type 1,2020-02-15 16:18:50,,2020-02-15 16:19:23,2020-02-15 16:21:30
Type 2,2020-02-15 16:21:02,2020-02-15 16:21:31,,
Type 1,2020-02-15 16:19:03,,2020-02-15 16:19:28,2020-02-15 16:21:34
Type 2,2020-02-15 16:21:09,2020-02-15 16:21:38,,
Type 2,2020-02-15 16:19:40,,2020-02-15 16:20:23,2020-02-15 16:21:55
Type 1,2020-02-15 16:18:06,,2020-02-15 16:18:35,2020-02-15 16:21:57
Type 2,2020-02-15 16:18:02,,2020-02-15 16:18:16,2020-02-15 16:22:04
Type 2,2020-02-15 16:18:05,,2020-02-15 16:18:24,2020-02-15 16:22:07
Type 1,2020-02-15 16:19:59,,2020-02-15 16:20:32,2020-02-15 16:22:08
Type 2,2020-02-15 16:18:21,,2020-02-15 16:18:52,2020-02-15 16:22:08
Type 2,2020-02-15 16:18:20,,2020-02-15 16:18:50,2020-02-15 16:22:09
Type 1,2020-02-15 16:19:18,,2020-02-15 16:20:03,2020-02-15 16:22:11
Type 2,2020-02-15 16:17:37,,2020-02-15 16:17:44,2020-02-15 16:22:19
Type 2,2020-02-15 16:18:08,,2020-02-15 16:18:36,2020-02-15 16:22:44
Type 1,2020-02-15 16:22:42,2020-02-15 16:22:57,,
Type 1,2020-02-15 16:20:39,,2020-02-15 16:21:34,2020-02-15 16:23:00
Type 1,2020-02-15 16:22:28,2020-02-15 16:23:05,,
Type 2,2020-02-15 16:22:34,2020-02-15 16:23:07,,
